No.,Jenis Barang,No. Inventaris,Tanggal Perolehan,Th. Pembelian,Harga Pembelian,Nilai Penyusutan 10%,Nilai Penyusutan Th.Lalu,Nilai Buku,Keberadaan,Sumber Dana,Keadaan
174,Amplifier Toa,BMD/INV/13/1/25/2018,19 Desember 2018,2018," Rp 1,700,000 "," Rp 170,000 "," Rp 1,530,000 "," Rp 1,360,000 ",Kelas,YPTSH,Baik
175,Amplifier Toa,BMD/INV/13/1/26/2018,19 Desember 2018,2018," Rp 1,700,000 "," Rp 170,000 "," Rp 1,530,000 "," Rp 1,360,000 ",Kelas,YPTSH,Baik
176,Amplifier Toa,BMD/INV/13/1/27/2018,19 Desember 2018,2018," Rp 1,700,000 "," Rp 170,000 "," Rp 1,530,000 "," Rp 1,360,000 ",Kelas,YPTSH,Baik
177,Amplifier Toa,BMD/INV/13/1/28/2018,19 Desember 2018,2018," Rp 1,700,000 "," Rp 170,000 "," Rp 1,530,000 "," Rp 1,360,000 ",Kelas,YPTSH,Baik
178,Amplifier Toa,BMD/INV/13/1/29/2018,19 Desember 2018,2018," Rp 1,700,000 "," Rp 170,000 "," Rp 1,530,000 "," Rp 1,360,000 ",Kelas,YPTSH,Baik
179,Antena Ht + Konektor,BMD/INV/HT/1/2019,2 Januari 2019,2019," Rp 165,000 "," Rp 16,500 "," Rp 165,000 "," Rp 148,500 ",R.Sarpras,YPTSH,Baik
180,Antena Ht + Konektor,BMD/INV/HT/2/2019,2 Januari 2019,2019," Rp 165,000 "," Rp 16,500 "," Rp 165,000 "," Rp 148,500 ",R.Sarpras,YPTSH,Baik
181,Antena Ht + Konektor,BMD/INV/HT/3/2019,2 Januari 2019,2019," Rp 165,000 "," Rp 16,500 "," Rp 165,000 "," Rp 148,500 ",R.Sarpras,YPTSH,Baik
398,Bor Tangan,BMD/INV/48/1/1/2011,15 Januari 2011,2011," Rp 350,000 "," Rp 35,000 "," Rp 70,000 "," Rp 35,000 ",Sarpras,YPTSH,Baik
399,Bor Tangan,BMD/INV/48/1/2/2016,25 Maret 2016,2016," Rp 850,000 "," Rp 85,000 "," Rp 595,000 "," Rp 510,000 ",Sarpras,YPTSH,Baik
400,CPU Komputer,BMD/INV/9/1/1/2008,16 Desember 2008,2008," Rp. 4,500,000 "," Rp 450,000 "," Rp (450,000)"," Rp (900,000)",Personalia,YPTSH,Baik
401,CPU Komputer,BMD/INV/9/1/2/2008,16 Desember 2008,2008," Rp. 2,750,000 "," Rp 275,000 "," Rp (275,000)"," Rp (550,000)",Personalia,YPTSH,Baik
404,CPU Komputer,BMD/INV/9/1/5/2008,16 Desember 2008,2008," Rp. 2,750,000 "," Rp 275,000 "," Rp (275,000)"," Rp (550,000)",Ka.BAU,YPTSH,Baik
413,CPU Komputer,BMD/INV/9/1/14/2009,20 Mei 2009,2009," Rp. 3,500,000 "," Rp 350,000 ",Rp - ," Rp (350,000)",Perpustakaan,YPTSH,Baik
418,CPU Komputer,BMD/INV/9/1/19/2010,Mei 2010,2010," Rp. 2,400,000 "," Rp 240,000 "," Rp 240,000 ",Rp - ,Sarpras,YPTSH,Baik
420,CPU Komputer,BMD/INV/9/1/21/2010,Nopember 2010,2010," Rp. 3,000,000 "," Rp 300,000 "," Rp 300,000 ",Rp - ,Prodi S1 Farmasi,YPTSH,Baik
426,CPU Komputer,BMD/INV/9/1/27/2012,12 September 2012,2012," Rp 3,500,000 "," Rp 350,000 "," Rp 1,050,000 "," Rp 700,000 ",Lab.Komputer,YPTSH,Baik
427,CPU Komputer,BMD/INV/9/1/28/2012,12 September 2012,2012," Rp 3,500,000 "," Rp 350,000 "," Rp 1,050,000 "," Rp 700,000 ",Lab.Komputer,YPTSH,Baik
428,CPU Komputer,BMD/INV/9/1/29/2012,12 September 2012,2012," Rp 3,500,000 "," Rp 350,000 "," Rp 1,050,000 "," Rp 700,000 ",Lab.Komputer,YPTSH,Baik
429,CPU Komputer,BMD/INV/9/1/30/2013,27 Maret 2013,2013," Rp 2,500,000 "," Rp 250,000 "," Rp 1,000,000 "," Rp 750,000 ",Lab.Komputer,YPTSH,Baik
431,CPU Core I3,BMD/INV/9/1/32/2017,1 Agustus 2017,2017," Rp 3,500,000 "," Rp 350,000 "," Rp 2,800,000 "," Rp 2,450,000 ",Lab.Komputer,YPTSH,Baik
432,CPU Komputer Power up,BMD/INV/9/1/1/2018,21 Nopember 2018,2018," Rp 3,500,000 "," Rp 350,000 "," Rp 3,150,000 "," Rp 2,800,000 ",Lab.Komputer,YPTSH,Baik
433,CPU Komputer Power up,BMD/INV/9/1/2/2018,21 Nopember 2018,2018," Rp 3,500,000 "," Rp 350,000 "," Rp 3,150,000 "," Rp 2,800,000 ",Lab.Komputer,YPTSH,Baik
497,Camera CCTV,BMD/INV/25/3/1/2019,16 Juli 2019,2019," Rp 550,000 "," Rp 55,000 "," Rp 550,000 "," Rp 495,000 ",Lab.Farmasi Lantai 1,YPTSH,Baik
498,Camera CCTV,BMD/INV/25/3/2/2019,16 Juli 2019,2019," Rp 550,000 "," Rp 55,000 "," Rp 550,000 "," Rp 495,000 ",Lab.Farmasi Lantai 2,YPTSH,Baik
502,Camera CCTV,BMD/INV/25/3/6/2019,16 Juli 2019,2019," Rp 550,000 "," Rp 55,000 "," Rp 550,000 "," Rp 495,000 ",Parkir Auditorium,YPTSH,Baik
506,Camera CCTV,BMD/INV/25/3/10/2019,16 Juli 2019,2019," Rp 550,000 "," Rp 55,000 "," Rp 550,000 "," Rp 495,000 ",G.Rektorat Lt.1,YPTSH,Baik
513,DVR 16 (Server CCTV),BMD/INV/25/4/1/2019,16 Juli 2019,2019," Rp 2,380,000 "," Rp 238,000 "," Rp 2,380,000 "," Rp 2,142,000 ",R.Server IT,YPTSH,Baik
596,Access Point,BMD/INV/51/1/2018,-,2018," Rp 2,000,000 "," Rp 200,000 "," Rp 1,800,000 "," Rp 1,600,000 ",Perpustakaan,YPTSH,Baik
602,Switch Hub 8 Port,BMD/INV/51/7/2018,-,2018," Rp 160,000 "," Rp 16,000 "," Rp 144,000 "," Rp 128,000 ",S1 Keperawatan,YPTSH,Baik
631,Jam Dinding,BMD/INV/75/1/1/2013,10 Januari 2013,2013," Rp 90,000 "," Rp 9,000 "," Rp 36,000 "," Rp 27,000 ",Kelas,YPTSH,Baik
649,Kipas Angin Baling,BMD/INV/17/7/8/2001,25 Agustus 2001,2001," Rp. 135,000 "," Rp 13,500 "," Rp (108,000)"," Rp (121,500)",Kelas D1,YPTSH,Baik
650,Kipas Angin Baling,BMD/INV/17/7/9/2001,25 Agustus 2001,2001," Rp. 135,000 "," Rp 13,500 "," Rp (108,000)"," Rp (121,500)",Kelas D2,YPTSH,Baik
651,Kipas Angin Baling,BMD/INV/17/7/10/2001,25 Agustus 2001,2001," Rp. 135,000 "," Rp 13,500 "," Rp (108,000)"," Rp (121,500)",Kelas D3,YPTSH,Baik
657,Kipas Angin Berdiri Basar,BMD/INV/17/5/2/2008,15 Maret 2008,2008," Rp. 1,125,500 "," Rp 112,550 "," Rp (112,550)"," Rp (225,100)",Aula Drs. Widodo. MM,YPTSH,Baik
777,Kabel VGA ( 15 M ),BMD/INV/51/1/2/2013,23 Maret 2013,2013," Rp 30,000 "," Rp 3,000 "," Rp 12,000 "," Rp 9,000 ",Kelas C1.2,YPTSH,Baik
778,Kabel VGA ( 15 M ),BMD/INV/51/1/3/2013,23 Maret 2013,2013," Rp 30,000 "," Rp 3,000 "," Rp 12,000 "," Rp 9,000 ",Kelas C1.3,YPTSH,Baik
779,Kabel VGA ( 15 M ),BMD/INV/51/1/4/2013,23 Maret 2013,2013," Rp 30,000 "," Rp 3,000 "," Rp 12,000 "," Rp 9,000 ",Kelas C1.4,YPTSH,Baik
780,Kabel VGA ( 15 M ),BMD/INV/51/3/5/2013,23 Maret 2013,2013," Rp 50,000 "," Rp 5,000 "," Rp 20,000 "," Rp 15,000 ",Kelas C1.5,YPTSH,Baik
781,Kabel VGA ( 15 M ),BMD/INV/51/3/6/2013,23 Maret 2013,2013," Rp 50,000 "," Rp 5,000 "," Rp 20,000 "," Rp 15,000 ",Ruang D1.1,YPTSH,Baik
782,Kabel VGA ( 15 M ),BMD/INV/51/3/7/2013,23 Maret 2013,2013," Rp 50,000 "," Rp 5,000 "," Rp 20,000 "," Rp 15,000 ",Ruang D1.2,YPTSH,Baik
783,Kabel VGA ( 15 M ),BMD/INV/51/3/8/2013,23 Maret 2013,2013," Rp 50,000 "," Rp 5,000 "," Rp 20,000 "," Rp 15,000 ",Ruang D1.3,YPTSH,Baik
784,Kabel VGA ( 15 M ),BMD/INV/51/3/9/2013,23 Maret 2013,2013," Rp 50,000 "," Rp 5,000 "," Rp 20,000 "," Rp 15,000 ",Ruang D2.1,YPTSH,Baik
785,Kabel VGA ( 15 M ),BMD/INV/51/3/10/2013,23 Maret 2013,2013," Rp 50,000 "," Rp 5,000 "," Rp 20,000 "," Rp 15,000 ",Ruang D2.2,YPTSH,Baik
786,Kabel VGA ( 15 M ),BMD/INV/51/3/11/2013,23 Maret 2013,2013," Rp 50,000 "," Rp 5,000 "," Rp 20,000 "," Rp 15,000 ",Ruang D2.3,YPTSH,Baik
787,Kabel VGA ( 15 M ),BMD/INV/51/3/12/2013,23 Maret 2013,2013," Rp 50,000 "," Rp 5,000 "," Rp 20,000 "," Rp 15,000 ",Ruang F2.1,YPTSH,Baik
788,Kabel VGA ( 15 M ),BMD/INV/51/3/13/2013,23 Maret 2013,2013," Rp 50,000 "," Rp 5,000 "," Rp 20,000 "," Rp 15,000 ",Ruang F2.2,YPTSH,Baik
789,Kabel VGA ( 15 M ),BMD/INV/51/3/14/2013,23 Maret 2013,2013," Rp 50,000 "," Rp 5,000 "," Rp 20,000 "," Rp 15,000 ",Ruang F2.3,YPTSH,Baik
790,Kabel VGA ( 15 M ),BMD/INV/51/3/15/2013,23 Maret 2013,2013," Rp 50,000 "," Rp 5,000 "," Rp 20,000 "," Rp 15,000 ",Ruang F2.4,YPTSH,Baik
791,Kabel VGA ( 15 M ),BMD/INV/51/3/16/2013,23 Maret 2013,2013," Rp 50,000 "," Rp 5,000 "," Rp 20,000 "," Rp 15,000 ",Ruang A.2.1,YPTSH,Baik
792,Kabel VGA ( 15 M ),BMD/INV/51/3/17/2013,23 Maret 2013,2013," Rp 50,000 "," Rp 5,000 "," Rp 20,000 "," Rp 15,000 ",Ruang A.2.2,YPTSH,Baik
793,Kabel VGA ( 15 M ),BMD/INV/51/3/18/2013,23 Maret 2013,2013," Rp 50,000 "," Rp 5,000 "," Rp 20,000 "," Rp 15,000 ",Ruang A.2.3,YPTSH,Baik
802,Kabel VGA (10 M),BMD/INV/51/4/26/2018,19 Desember 2018,2018," Rp 250,000 "," Rp 25,000 "," Rp 225,000 "," Rp 200,000 ",Kelas C2.1,YPTSH,Baik
803,Kabel VGA (10 M),BMD/INV/51/4/27/2018,19 Desember 2018,2018," Rp 250,000 "," Rp 25,000 "," Rp 225,000 "," Rp 200,000 ",Kelas C2.2,YPTSH,Baik
804,Kabel VGA (10 M),BMD/INV/51/4/28/2018,19 Desember 2018,2018," Rp 250,000 "," Rp 25,000 "," Rp 225,000 "," Rp 200,000 ",Kelas C2.3,YPTSH,Baik
805,Kabel VGA (15 M),BMD/INV/51/4/29/2019,2 September 2019,2019," Rp 175,000 "," Rp 17,500 "," Rp 175,000 "," Rp 157,500 ",Kelas C2.4,YPTSH,Baik
806,Kabel VGA (15 M),BMD/INV/51/4/30/2019,2 September 2019,2019," Rp 175,000 "," Rp 17,500 "," Rp 175,000 "," Rp 157,500 ",Kelas C2.5,YPTSH,Baik
812,Lap Top,BMD/INV/22/1/1/2008,16 Desember 2008,2008," Rp. 6,950,000 "," Rp 695,000 "," Rp (695,000)"," Rp (1,390,000)",Sarpras / KBM,YPTSH,Baik
813,Leptop ASSUS,BMD/INV/22/2/2/2016,18 April 2016,2016," Rp 3,500,000 "," Rp 350,000 "," Rp 2,450,000 "," Rp 2,100,000 ",R.Dosen K3,YPTSH,Baik
814,Leptop Acer,BMD/INV/22/1/3/2017,26 Juli 2017,2017," Rp 5,875,000 "," Rp 587,500 "," Rp 4,700,000 "," Rp 4,112,500 ",Ka.Stikes,YPTSH,Baik
819,LCD Proyektor Invokus,BMD/INV/19/11/33/2013,27 Maret 2013,2013," Rp  5,500,000 "," Rp 550,000 "," Rp 2,200,000 "," Rp 1,650,000 ",Ruang Kelas C1.4,YPTSH,Baik
821,LCD Proyector Panasonic,BMD/INV/19/1/1/2013,25 Febuari 2015,2013," Rp 5,600,000 "," Rp 560,000 "," Rp 3,360,000 "," Rp 2,800,000 ",Ruang Kelas,YPTSH,Baik
837,LCD Proyektor Acer,BMD/INV/19/5/17/2016,15 Mei 2018,2016," Rp 4,500,000 "," Rp 450,000 "," Rp 4,050,000 "," Rp 3,600,000 ",R.Leb.Komputer,YPTSH,Baik
840,LCD Proyektor Epson,BMD/INV/19/5/20/2016,15 Mei 2018,2016," Rp 5,550,000 "," Rp 555,000 "," Rp 4,995,000 "," Rp 4,440,000 ",Ruang Kelas,YPTSH,Baik
852,LCD Proyektor Epson,BMD/INV/19/11/29/2019,14 September 2019,2019," Rp  5,550,000 "," Rp 555,000 "," Rp 5,550,000 "," Rp 4,995,000 ",Ruang Kelas F2.2,YPTSH,Baik
853,LCD Proyektor Epson,BMD/INV/19/11/30/2019,14 September 2019,2019," Rp  5,550,000 "," Rp 555,000 "," Rp 5,550,000 "," Rp 4,995,000 ",Ruang Kelas C1.2,YPTSH,Baik
854,LCD Proyektor Epson,BMD/INV/19/11/31/2019,14 September 2019,2019," Rp  5,550,000 "," Rp 555,000 "," Rp 5,550,000 "," Rp 4,995,000 ",Ruang Kelas C1.3,YPTSH,Baik
855,LCD Proyektor Epson,BMD/INV/19/11/32/2019,14 September 2019,2019," Rp  5,550,000 "," Rp 555,000 "," Rp 5,550,000 "," Rp 4,995,000 ",Ruang Kelas C1.4,YPTSH,Baik
856,Layar Portable Remote,BMD/INV/52/3/11/2019,14 September 2019,2019," Rp 3,500,000 "," Rp 350,000 "," Rp 3,500,000 "," Rp 3,150,000 ",Ruang C2.2,YPTSH,Baik
857,Layar Portable Remote,BMD/INV/52/3/12/2019,14 September 2019,2019," Rp 3,500,000 "," Rp 350,000 "," Rp 3,500,000 "," Rp 3,150,000 ",Ruang F2.2,YPTSH,Baik
891,Microphon,BMD/INV/14/1/1/2001,-,2001," Rp. 12,500 "," Rp 1,250 "," Rp (10,000)"," Rp (11,250)",Kelas A2.1,YPTSH,Baik
892,Microphon,BMD/INV/14/1/2/2001,-,2001," Rp. 12,500 "," Rp 1,250 "," Rp (10,000)"," Rp (11,250)",Kelas A2.2,YPTSH,Baik
893,Microphon,BMD/INV/14/1/3/2001,-,2001," Rp. 12,500 "," Rp 1,250 "," Rp (10,000)"," Rp (11,250)",Kelas A2.3,YPTSH,Baik
894,Microphon,BMD/INV/14/1/4/2002,-,2002," Rp. 15,000 "," Rp 1,500 "," Rp (10,500)"," Rp (12,000)",Kelas D1,YPTSH,Baik
895,Microphon,BMD/INV/14/1/5/2002,-,2002," Rp. 15,000 "," Rp 1,500 "," Rp (10,500)"," Rp (12,000)",Kelas D2,YPTSH,Baik
896,Microphon,BMD/INV/14/1/6/2002,-,2002," Rp. 15,000 "," Rp 1,500 "," Rp (10,500)"," Rp (12,000)",Kelas D3,YPTSH,Baik
900,Microphon,BMD/INV/14/1/10/2004,-,2004," Rp. 25,000 "," Rp 2,500 "," Rp (12,500)"," Rp (15,000)",Kelas C1.2,YPTSH,Baik
901,Microphon,BMD/INV/14/1/11/2005,-,2005," Rp. 50,000 "," Rp 5,000 "," Rp (20,000)"," Rp (25,000)",Kelas C1.3,YPTSH,Baik
902,Microphon,BMD/INV/14/1/12/2005,-,2005," Rp. 50,000 "," Rp 5,000 "," Rp (20,000)"," Rp (25,000)",Kelas C1.4,YPTSH,Baik
903,Microphon,BMD/INV/14/1/13/2006,-,2006," Rp. 60,000 "," Rp 6,000 "," Rp (18,000)"," Rp (24,000)",Kelas C1.5,YPTSH,Baik
904,Microphon,BMD/INV/14/1/14/2007,-,2007," Rp. 1,500,000 "," Rp 150,000 "," Rp (300,000)"," Rp (450,000)",Kelas C2.1,YPTSH,Baik
905,Microphon,BMD/INV/14/1/15/2007,-,2007," Rp. 1,500,000 "," Rp 150,000 "," Rp (300,000)"," Rp (450,000)",Kelas C2.2,YPTSH,Baik
906,Microphon,BMD/INV/14/1/16/2008,19 Maret 2008,2008," Rp. 150,000 "," Rp 15,000 "," Rp (15,000)"," Rp (30,000)",Kelas C2.3,YPTSH,Baik
907,Microphon,BMD/INV/14/1/17/2008,19 Maret 2008,2008," Rp. 150,000 "," Rp 15,000 "," Rp (15,000)"," Rp (30,000)",Kelas C2.4,YPTSH,Baik
908,Microphon,BMD/INV/14/1/18/2008,19 Maret 2008,2008," Rp. 150,000 "," Rp 15,000 "," Rp (15,000)"," Rp (30,000)",Kelas C2.5,YPTSH,Baik
909,Microphon,BMD/INV/14/1/19/2008,19 Maret 2008,2008," Rp. 150,000 "," Rp 15,000 "," Rp (15,000)"," Rp (30,000)",Kelas F2.1,YPTSH,Baik
910,Microphon,BMD/INV/14/1/20/2008,19 Maret 2008,2008," Rp. 150,000 "," Rp 15,000 "," Rp (15,000)"," Rp (30,000)",Kelas F2.2,YPTSH,Baik
911,Microphon,BMD/INV/14/1/21/2008,19 Maret 2008,2008," Rp. 150,000 "," Rp 15,000 "," Rp (15,000)"," Rp (30,000)",Kelas F2.3,YPTSH,Baik
912,Microphon,BMD/INV/14/1/22/2008,19 Maret 2008,2008," Rp. 150,000 "," Rp 15,000 "," Rp (15,000)"," Rp (30,000)",Kelas F2.4,YPTSH,Baik
913,Microphon,BMD/INV/14/1/23/2008,19 Maret 2008,2008," Rp. 150,000 "," Rp 15,000 "," Rp (15,000)"," Rp (30,000)",Kelas G2.1,YPTSH,Baik
914,Microphon,BMD/INV/14/1/24/2008,20 Maret 2009,2008," Rp. 20,000 "," Rp 2,000 ",Rp - ," Rp (2,000)",Kelas G2.2,YPTSH,Baik
915,Microphon,BMD/INV/14/1/25/2008,21 Maret 2009,2008," Rp. 20,000 "," Rp 2,000 ",Rp - ," Rp (2,000)",Kelas G2.3,YPTSH,Baik
916,Microphon,BMD/INV/14/1/26/2008,22 Maret 2009,2008," Rp. 20,000 "," Rp 2,000 ",Rp - ," Rp (2,000)",Kelas G2.4,YPTSH,Baik
917,Microphon,BMD/INV/14/1/27/2008,23 Maret 2009,2008," Rp. 20,000 "," Rp 2,000 ",Rp - ," Rp (2,000)",Kelas G2.5,YPTSH,Baik
918,Microphon,BMD/INV/14/1/28/2016,2 Agustus 2016,2016," Rp. 150,000 "," Rp 15,000 "," Rp 105,000 "," Rp 90,000 ",Kelas G2.6,YPTSH,Baik
919,Microphon,BMD/INV/14/1/29/2016,2 Agustus 2016,2016," Rp. 150,000 "," Rp 15,000 "," Rp 105,000 "," Rp 90,000 ",Kelas G2.7,YPTSH,Baik
920,Microphon,BMD/INV/14/1/30/2016,2 Agustus 2016,2016," Rp. 150,000 "," Rp 15,000 "," Rp 105,000 "," Rp 90,000 ",Kelas G2.8,YPTSH,Baik
923,Microphon,BMD/INV/14/1/33/2016,2 Agustus 2016,2016," Rp. 150,000 "," Rp 15,000 "," Rp 105,000 "," Rp 90,000 ",Auditorium Prof. Tri Jaka,YPTSH,Baik
924,Microphon,BMD/INV/14/1/34/2016,2 Agustus 2016,2016," Rp. 150,000 "," Rp 15,000 "," Rp 105,000 "," Rp 90,000 ",Auditorium Prof. Tri Jaka,YPTSH,Baik
1219,Speaker Box Toa Kecil,BMD/INV/11/3/3/2001,-,2001," Rp. 60,000 "," Rp 6,000 "," Rp (48,000)"," Rp (54,000)",Kelas A2.1,YPTSH,Baik
1221,Speaker Box Toa Kecil,BMD/INV/11/3/5/2001,-,2001," Rp. 60,000 "," Rp 6,000 "," Rp (48,000)"," Rp (54,000)",Kelas A2.2,YPTSH,Baik
1223,Speaker Box Toa Kecil,BMD/INV/11/3/7/2001,-,2001," Rp. 60,000 "," Rp 6,000 "," Rp (48,000)"," Rp (54,000)",Kelas A2.3,YPTSH,Baik
1225,Speaker Box Toa Kecil,BMD/INV/11/3/9/2001,-,2001," Rp. 60,000 "," Rp 6,000 "," Rp (48,000)"," Rp (54,000)",Kelas C2.1,YPTSH,Baik
1227,Speaker Box Toa Kecil,BMD/INV/11/3/11/2001,-,2001," Rp. 60,000 "," Rp 6,000 "," Rp (48,000)"," Rp (54,000)",Kelas C2.2,YPTSH,Baik
1229,Speaker Box Toa Kecil,BMD/INV/11/3/13/2001,-,2001," Rp. 60,000 "," Rp 6,000 "," Rp (48,000)"," Rp (54,000)",Kelas C2.3,YPTSH,Baik
1231,Speaker Box Toa Kecil,BMD/INV/11/3/15/2001,-,2001," Rp. 60,000 "," Rp 6,000 "," Rp (48,000)"," Rp (54,000)",Kelas C2.4,YPTSH,Baik
1233,Speaker Box Toa Kecil,BMD/INV/11/3/17/2001,-,2001," Rp. 60,000 "," Rp 6,000 "," Rp (48,000)"," Rp (54,000)",Kelas C2.5,YPTSH,Baik
1234,Speaker Box Toa Kecil,BMD/INV/11/3/18/2001,-,2001," Rp. 60,000 "," Rp 6,000 "," Rp (48,000)"," Rp (54,000)",Kelas D2.1,YPTSH,Baik
1236,Speaker Box Toa Kecil,BMD/INV/11/3/20/2001,-,2001," Rp. 60,000 "," Rp 6,000 "," Rp (48,000)"," Rp (54,000)",Kelas D2.2,YPTSH,Baik
1238,Speaker Box Toa Kecil,BMD/INV/11/3/22/2001,-,2001," Rp. 60,000 "," Rp 6,000 "," Rp (48,000)"," Rp (54,000)",Kelas D2.3,YPTSH,Baik
1240,Speaker Box Toa Kecil,BMD/INV/11/3/24/2001,-,2001," Rp. 60,000 "," Rp 6,000 "," Rp (48,000)"," Rp (54,000)",Kelas F2.1,YPTSH,Baik
1241,Speaker Box Toa Kecil,BMD/INV/11/3/25/2002,-,2002," Rp. 60,000 "," Rp 6,000 "," Rp (42,000)"," Rp (48,000)",Kelas F2.2,YPTSH,Baik
1242,Speaker Box Toa Kecil,BMD/INV/11/3/26/2002,-,2002," Rp. 60,000 "," Rp 6,000 "," Rp (42,000)"," Rp (48,000)",Kelas F2.3,YPTSH,Baik
1243,Speaker Box Toa Kecil,BMD/INV/11/3/27/2002,-,2002," Rp. 60,000 "," Rp 6,000 "," Rp (42,000)"," Rp (48,000)",Kelas F2.4,YPTSH,Baik
1244,Speaker Box Toa Kecil,BMD/INV/11/3/28/2008,19 Maret 2008,2008," Rp. 385,000 "," Rp 38,500 "," Rp (38,500)"," Rp (77,000)",Kelas C1.1,YPTSH,Baik
1246,Speaker Box Toa Besar,BMD/INV/11/3/30/2018,19 November 2018,2018," Rp. 385,000 "," Rp 38,500 "," Rp 346,500 "," Rp 308,000 ",Kelas C1.2,YPTSH,Baik
1247,Speaker Box Toa Besar,BMD/INV/11/3/31/2018,19 November 2018,2018," Rp. 385,000 "," Rp 38,500 "," Rp 346,500 "," Rp 308,000 ",Kelas C1.3,YPTSH,Baik
1248,Speaker Box Toa Besar,BMD/INV/11/3/32/2018,19 November 2018,2018," Rp. 385,000 "," Rp 38,500 "," Rp 346,500 "," Rp 308,000 ",Kelas C1.4,YPTSH,Baik
1249,Speaker Box Toa Besar,BMD/INV/11/3/33/2018,19 November 2018,2018," Rp. 385,000 "," Rp 38,500 "," Rp 346,500 "," Rp 308,000 ",Kelas C1.5,YPTSH,Baik
1273,Speaker Kolom TOA,BMD/INV/11/7/1/2018,19 Desember 2018,2018," Rp 650,000 "," Rp 65,000 "," Rp 585,000 "," Rp 520,000 ",Kelas C1.2,YPTSH,Baik
1274,Speaker Kolom TOA,BMD/INV/11/7/2/2018,19 Desember 2018,2018," Rp 650,000 "," Rp 65,000 "," Rp 585,000 "," Rp 520,000 ",Kelas C1.3,YPTSH,Baik
1275,Speaker Kolom TOA,BMD/INV/11/7/3/2018,19 Desember 2018,2018," Rp 650,000 "," Rp 65,000 "," Rp 585,000 "," Rp 520,000 ",Kelas C1.4,YPTSH,Baik
1329,Tripod Gantung LCD Proyektor,BMD/INV/70/1/1/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas C1.1,YPTSH,Baik
1330,Tripod Gantung LCD Proyektor,BMD/INV/70/1/2/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas C1.2,YPTSH,Baik
1331,Tripod Gantung LCD Proyektor,BMD/INV/70/1/3/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas C1.3,YPTSH,Baik
1332,Tripod Gantung LCD Proyektor,BMD/INV/70/1/4/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas C1.4,YPTSH,Baik
1333,Tripod Gantung LCD Proyektor,BMD/INV/70/1/5/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas C1.5,YPTSH,Baik
1334,Tripod Gantung LCD Proyektor,BMD/INV/70/1/6/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas D1.1,YPTSH,Baik
1335,Tripod Gantung LCD Proyektor,BMD/INV/70/1/7/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas D1.2,YPTSH,Baik
1336,Tripod Gantung LCD Proyektor,BMD/INV/70/1/8/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas D1.3,YPTSH,Baik
1337,Tripod Gantung LCD Proyektor,BMD/INV/70/1/9/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas C2.1,YPTSH,Baik
1338,Tripod Gantung LCD Proyektor,BMD/INV/70/1/10/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas C2.2,YPTSH,Baik
1339,Tripod Gantung LCD Proyektor,BMD/INV/70/1/11/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas C2.3,YPTSH,Baik
1340,Tripod Gantung LCD Proyektor,BMD/INV/70/1/12/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas C2.4,YPTSH,Baik
1341,Tripod Gantung LCD Proyektor,BMD/INV/70/1/13/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas C2.5,YPTSH,Baik
1342,Tripod Gantung LCD Proyektor,BMD/INV/70/1/14/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas D2.1,YPTSH,Baik
1343,Tripod Gantung LCD Proyektor,BMD/INV/70/1/15/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas D2.2,YPTSH,Baik
1344,Tripod Gantung LCD Proyektor,BMD/INV/70/1/16/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas D2.3,YPTSH,Baik
1345,Tripod Gantung LCD Proyektor,BMD/INV/70/1/17/2012,15 Juni 2012,2012," Rp. 150,000 "," Rp 15,000 "," Rp 45,000 "," Rp 30,000 ",Kelas F2.1,YPTSH,Baik
